iter	Logloss
219	0.5063653754
220	0.5055490743
221	0.5047034456
222	0.5040122712
223	0.5031589568
224	0.5025160898
225	0.5021387979
226	0.5014963018
227	0.5008134809
228	0.4997977901
229	0.4991438477
230	0.4985830828
231	0.4979236258
232	0.4973757532
233	0.4968462156
234	0.4959998771
235	0.4953132305
236	0.4947055854
237	0.4937708378
238	0.4929649267
239	0.4924001859
240	0.4917780735
241	0.4912134332
242	0.4907825335
243	0.4903254531
244	0.489630325
245	0.4890028073
246	0.4885534953
247	0.4879180999
248	0.4875654644
249	0.4870661056
250	0.4863098462
251	0.4856052575
252	0.4849807753
253	0.4844070265
254	0.4840599343
255	0.4834651329
256	0.4831715149
257	0.4826075777
258	0.4822121075
259	0.481833086
260	0.4812448831
261	0.4805717612
262	0.4800690998
263	0.4794803858
264	0.4789740002
265	0.4783880876
266	0.4778988704
267	0.4774815893
268	0.4770161852
269	0.4762833549
270	0.4756938175
271	0.4752315768
272	0.4747437283
273	0.4743200596
274	0.4736722763
275	0.4731621632
276	0.4725403686
277	0.4717559263
278	0.4710440437
279	0.4702990607
280	0.4698018056
281	0.4694731644
282	0.4690593768
283	0.4684252441
284	0.4678471044
285	0.4673067828
286	0.4667608705
287	0.4660481215
288	0.4656001738
289	0.4650174401
290	0.4642134254
291	0.4635427329
292	0.4629635138
293	0.462353033
294	0.461698786
295	0.4611083534
296	0.4605105751
297	0.4597708594
298	0.4592336924
299	0.4586253983
300	0.4582938232
301	0.4576905348
302	0.4571421003
303	0.4568093375
304	0.4562124312
305	0.4557568994
306	0.4551672273
307	0.4547853006
308	0.4543375836
309	0.4540390405
310	0.4533615499
311	0.4528735501
312	0.4522506705
313	0.451833502
314	0.4513977932
315	0.4506598612
316	0.4501643633
317	0.4496015851
318	0.4489643806
319	0.4481571151
320	0.4478653471
321	0.4471206179
322	0.4464953983
323	0.4459324976
324	0.4454679831
325	0.4448088794
326	0.4444546081
327	0.4441372995
328	0.4437195648
329	0.4433482444
330	0.4428021709
331	0.4419803597
332	0.4414031185
333	0.4409273167
334	0.440225716
335	0.439711722
336	0.4391087261
337	0.4382251347
338	0.437778708
339	0.4375290462
340	0.4370012272
341	0.4365358882
342	0.4359213555
343	0.4354491101
344	0.4346749231
345	0.4340627514
346	0.4334558712
347	0.4330609595
348	0.432336039
349	0.4316860956
350	0.4310773666
351	0.4303445143
352	0.4297171158
353	0.4291351504
354	0.4286665354
355	0.4279004512
356	0.4275563105
357	0.4269449203
358	0.4265245475
359	0.4259738006
360	0.425303436
361	0.4247006355
362	0.4242231504
363	0.4236584604
364	0.4234461266
365	0.4226229688
366	0.4219834208
367	0.4214677182
368	0.4208988095
369	0.4202827811
370	0.4197859135
371	0.4194268463
372	0.4189967414
373	0.4183410859
374	0.4181207849
375	0.4176995964
376	0.4171969593
377	0.4164513029
378	0.4160701942
379	0.4156975989
380	0.4151260588
381	0.4145799147
382	0.41408628
383	0.4135731105
384	0.4129975526
385	0.412676405
386	0.4122047976
387	0.4119887153
388	0.411382205
389	0.4109713259
390	0.410260546
391	0.409644468
392	0.4092243954
393	0.408805707
394	0.4085270012
395	0.4081602052
396	0.4079139807
397	0.407502064
398	0.4068377791
399	0.406287775
400	0.4056423958
401	0.4052820162
402	0.404901233
403	0.4041676753
404	0.4036892818
405	0.403316638
406	0.4029033339
407	0.402630732
408	0.4021828738
409	0.4015923948
410	0.4009962832
411	0.4005102383
412	0.4000588622
413	0.399472134
414	0.3987028201
415	0.3982648154
416	0.3976834549
417	0.3970621592
418	0.3966259272
419	0.3960305739
420	0.3956410752
421	0.3952083345
422	0.3947136336
423	0.3941651362
424	0.3935866433
425	0.3933258631
426	0.3927791803
427	0.3922285272
428	0.391578543
429	0.3912433585
430	0.390838144
431	0.3904178717
432	0.3898080963
433	0.3894035132
434	0.3890319555
435	0.3886937632
436	0.3882607023
437	0.3878642784
438	0.3871907548
439	0.386855238
440	0.3863801713
441	0.3859042967
442	0.385443959
443	0.3850310864
444	0.3845672497
445	0.3842207944
446	0.3837569069
447	0.383463237
448	0.3831374314
449	0.3825788189
450	0.3821413672
451	0.3818074134
452	0.3814501829
453	0.3806756669
454	0.3803146106
455	0.3798692602
456	0.3792892562
457	0.3791373482
458	0.3787707444
459	0.3783695499
460	0.3779890074
461	0.3773486813
462	0.3767932631
463	0.3763912121
464	0.3758881534
465	0.3754737311
466	0.3752442731
467	0.3746284202
468	0.3742209563
469	0.3739743785
470	0.3736807859
471	0.3731534503
472	0.3728078405
473	0.3725644372
474	0.3721630264
475	0.3717331776
476	0.3712739856
477	0.370910373
478	0.3704218357
479	0.3700212969
480	0.3697856422
481	0.3693205626
482	0.3689234014
483	0.3685446227
484	0.3681010538
485	0.3677084689
486	0.3675025039
487	0.367195593
488	0.3667887493
489	0.3663855548
490	0.365967075
491	0.3654307546
492	0.3650348164
493	0.3645599595
494	0.3640558764
495	0.3632895615
496	0.3629766173
497	0.3624045628
498	0.3618576571
499	0.3615449093
500	0.3612488994
501	0.3609207228
502	0.3605456198
503	0.3601399837
504	0.359701724
505	0.3593648098
506	0.3589219318
507	0.3584192108
508	0.3580075149
509	0.3576224711
510	0.3572041503
511	0.3569303883
512	0.3565954169
513	0.356305352
514	0.3559021839
515	0.3555186921
516	0.3549748637
517	0.3543395246
518	0.3539829629
519	0.3535308772
520	0.3533961817
521	0.3530047072
522	0.352663974
523	0.3522925509
524	0.3518818595
525	0.3513057784
526	0.350817113
527	0.3505056037
528	0.3501566119
529	0.3496094655
530	0.3493477393
531	0.3488736881
532	0.34841709
533	0.3481505226
534	0.3478634887
535	0.3475388288
536	0.3471971905
537	0.3467728341
538	0.3462648436
539	0.3457910639
540	0.3453407023
541	0.344864672
542	0.3444969787
543	0.344259219
544	0.3437085593
545	0.343306898
546	0.3429337376
547	0.3426738746
548	0.3421610362
549	0.3416910812
550	0.3413917776
551	0.3409265876
552	0.3404760085
553	0.340067146
554	0.3395287328
555	0.339135351
556	0.3384805189
557	0.3382038706
558	0.3377469381
559	0.3373620874
560	0.3370130073
561	0.3366059904
562	0.3363700807
563	0.3359775775
564	0.3357970637
565	0.335364525
566	0.3349723143
567	0.3346174966
568	0.3342047742
569	0.3339129499
570	0.3335970375
571	0.3331420344
572	0.332800161
573	0.3324186592
574	0.3320901747
575	0.3318012677
576	0.3313066772
577	0.3310581104
578	0.3307965718
579	0.33041374
580	0.3298201417
581	0.3293184053
582	0.3290877121
583	0.3286747634
584	0.3283335611
585	0.3280606733
586	0.327611474
587	0.3272323101
588	0.3268889266
589	0.3264078101
590	0.3260952036
591	0.3256279749
592	0.3253569117
593	0.3249626182
594	0.3246272935
595	0.3243709604
596	0.32394704
597	0.3234968075
598	0.3230788123
599	0.3230487031
600	0.3227784722
601	0.3223777733
602	0.3219151033
603	0.3216241477
604	0.3212192765
605	0.3208183624
606	0.3205130288
607	0.3201108222
608	0.3199135319
609	0.3195446045
610	0.3192149191
611	0.3189157612
612	0.3183535039
613	0.3180744957
614	0.3176816073
615	0.31725806
616	0.3169482108
617	0.3165494038
618	0.3161577141
619	0.3158505592
620	0.3155255538
621	0.3152633563
622	0.3149649258
623	0.3149274499
624	0.3146954698
625	0.3142035637
626	0.3139370856
627	0.3137153873
628	0.3134122634
629	0.3129971347
630	0.3125731194
631	0.3122087132
632	0.3118060507
633	0.3115270204
634	0.3110903634
635	0.3107771929
636	0.3104519093
637	0.3100392807
638	0.3096933751
639	0.3093943276
640	0.3091291896
641	0.3087638804
642	0.3082650503
643	0.3079237916
644	0.3075980367
645	0.3072161266
646	0.3069192811
647	0.3065661545
648	0.3061269511
649	0.3056085032
650	0.3054398729
651	0.3051055935
652	0.3047531645
653	0.3043505494
654	0.3039747079
655	0.3036205978
656	0.3033884532
657	0.3031793568
658	0.3029172145
659	0.3026968539
660	0.3022184085
661	0.3020057987
662	0.3017636946
663	0.301465901
664	0.3012287551
665	0.3007112565
666	0.3003296455
667	0.3001743412
668	0.2999909288
669	0.2997411666
670	0.2991898921
671	0.2987782149
672	0.2985303016
673	0.2981522955
674	0.2978225913
675	0.297529693
676	0.2972565669
677	0.297048657
678	0.2966704556
679	0.2964112858
680	0.2960475429
681	0.2958103463
682	0.2953413725
683	0.2950227415
684	0.2946775059
685	0.294430629
686	0.2941477597
687	0.2938003452
688	0.293604151
689	0.2932025349
690	0.292943226
691	0.2926288137
692	0.2923928345
693	0.291991268
694	0.2917665994
695	0.2913329138
696	0.2909620548
697	0.2905331541
698	0.2903115584
699	0.2901014112
700	0.289904941
701	0.2894892902
702	0.2892169897
703	0.2889503837
704	0.2885786913
705	0.2882483436
706	0.2880218956
707	0.2876076345
708	0.2872921637
709	0.2869907485
710	0.2866589195
711	0.286364807
712	0.2859684461
713	0.2856818195
714	0.2853791239
715	0.2851360595
716	0.2849930823
717	0.2846336177
718	0.2843644895
719	0.2840901624
720	0.2838392158
721	0.2835384607
722	0.2832345201
723	0.2830077675
724	0.282634
725	0.2823048333
726	0.2820340803
727	0.2816184207
728	0.2812716078
729	0.2809371783
730	0.280905196
731	0.2804963534
732	0.2801488241
733	0.2798331656
734	0.2794365629
735	0.2791163568
736	0.2788699336
737	0.2783373506
738	0.2780496125
739	0.2777323546
740	0.2774899922
741	0.2772653975
742	0.2769728292
743	0.2767221199
744	0.2764824099
745	0.2763790301
746	0.2761155014
747	0.2757235765
748	0.2753487527
749	0.2749671947
750	0.2747910255
751	0.274650587
752	0.2743234634
753	0.2739433017
754	0.2736696159
755	0.2735143955
756	0.2730986509
757	0.2727934729
758	0.2725383341
759	0.2723024609
760	0.271998741
761	0.2717724343
762	0.2715313115
763	0.2711306943
764	0.2706542777
765	0.2704014546
766	0.2701263604
767	0.2697052128
768	0.2695425241
769	0.2692987069
770	0.2690254825
771	0.2688395237
772	0.2686281425
773	0.2684036714
774	0.2683029197
775	0.2679862888
776	0.2676337119
777	0.2673364999
778	0.2670299819
779	0.2667784194
780	0.2664591527
781	0.266266176
782	0.2660291725
783	0.2658861511
784	0.2655927958
785	0.265412707
786	0.2651165691
787	0.2649242558
788	0.2646155059
789	0.2644151648
790	0.2641457154
791	0.2637690836
792	0.2634934651
793	0.2634798344
794	0.2632715669
795	0.262968336
796	0.2626130239
797	0.2624040147
798	0.2619022352
799	0.2616729008
800	0.2612740177
801	0.2609407504
802	0.260830654
803	0.2606775783
804	0.2604486567
805	0.2601387722
806	0.2598351991
807	0.2595501498
808	0.2593433879
809	0.2590430655
810	0.2588251299
811	0.2585408445
812	0.2583492785
813	0.2580052493
814	0.2578472517
815	0.2575845453
816	0.2573404908
817	0.2571735934
818	0.256973101
819	0.256770528
820	0.2564831211
821	0.2562208573
822	0.255965149
823	0.2555887401
824	0.2553776723
825	0.2551551329
826	0.2548931815
827	0.2545684256
828	0.2542522561
829	0.2540036484
830	0.2536452137
831	0.2533427455
832	0.2529542601
833	0.252657345
834	0.252376552
835	0.2521542244
836	0.2518425109
837	0.2515926251
838	0.2513448441
839	0.2510500661
840	0.2507598257
841	0.250607889
842	0.2504300541
843	0.2501865769
844	0.2500760048
845	0.2498399361
846	0.2493688895
847	0.2491094437
848	0.2488861548
849	0.2486715571
850	0.2483873643
851	0.248134985
852	0.2479321835
853	0.247736401
854	0.247395415
855	0.2471808107
856	0.2470273651
857	0.246769468
858	0.246472245
859	0.2461347911
860	0.245891379
861	0.2456331882
862	0.2454098033
863	0.2451779467
864	0.2449200131
865	0.2446968004
866	0.2445547172
867	0.2443730401
868	0.2441606422
869	0.2439738258
870	0.2434911871
871	0.2433037647
872	0.243052625
873	0.2429342778
874	0.2425997334
875	0.2423815893
876	0.2421418793
877	0.2418681262
878	0.2416440712
879	0.2414205394
880	0.2411728049
881	0.2410595229
882	0.2409746283
883	0.2406287811
884	0.2403357415
885	0.2401198557
886	0.2399495597
887	0.2396822252
888	0.2393711309
889	0.2392998901
890	0.2389991283
891	0.2387581666
892	0.2385895462
893	0.238370455
894	0.2381166882
895	0.2379062706
896	0.2377939125
897	0.2375745619
898	0.2374014214
899	0.2370995029
900	0.236916573
901	0.2366677765
902	0.236524721
903	0.2363269914
904	0.2361282088
905	0.2358959715
906	0.2356773516
907	0.2354264292
908	0.235108646
909	0.2349017152
910	0.2345988684
911	0.2343595469
912	0.2341290282
913	0.2339016707
914	0.2336464646
915	0.2334305258
916	0.2331463518
917	0.2329413328
918	0.2327260905
919	0.2324870107
920	0.2322759772
921	0.2320703202
922	0.2318684944
923	0.2316575426
924	0.2314019303
925	0.2311984389
926	0.2310321022
927	0.2308035427
928	0.2305772095
929	0.2303856236
930	0.2301044685
931	0.2299871114
932	0.2297729762
933	0.2295529842
934	0.2293091759
935	0.2292130369
936	0.228965639
937	0.2287789881
938	0.2285347791
939	0.2283408443
940	0.2281313748
941	0.2279265435
942	0.2276590676
943	0.2275186788
944	0.2271988193
945	0.2269664705
946	0.2268325642
947	0.2266699893
948	0.2263880074
949	0.226095332
950	0.2259352571
951	0.2257212224
952	0.2254309312
953	0.2251867674
954	0.224986785
955	0.2248481258
956	0.2245934076
957	0.2243634749
958	0.224144429
959	0.2240559856
960	0.2239518717
961	0.2237112975
962	0.223570785
963	0.2234114144
964	0.2232545228
965	0.2229850623
966	0.2227790742
967	0.222515317
968	0.2223294907
969	0.2222149405
970	0.2219556824
971	0.2217535675
972	0.2215948326
973	0.2213392964
974	0.2210908565
975	0.2208258973
976	0.2205034649
977	0.2202431637
978	0.2199952161
979	0.2197207444
980	0.2195068554
981	0.2193180025
982	0.2190932852
983	0.2189769016
984	0.2187920643
985	0.2185306715
986	0.2183544945
987	0.2181778142
988	0.2179701096
989	0.2177109078
990	0.2174599546
991	0.2172378942
992	0.2170820347
993	0.2169531518
994	0.2167327956
995	0.2165439416
996	0.2162690957
997	0.2159910798
998	0.215823264
999	0.2157329266
